Procedure Type,PROCEDURE NAME,Procedure End Goal,Procedure File Number,Step Number,EPRL,TEXT
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Action (What),"Select ""Manual Mode"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Action (Where),in HAB airlock
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Decision (What),If required
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Trigger (How),"""Manual Mode"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Trigger (What),At the desired rock location
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Trigger (Where),Left Monitor
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Verification (How),button turns blue
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Verification (What),ensure 
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Verification (Where),right
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Waiting (What),When finished
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,30,Waiting (Where),Screen
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Action (What),"Select ""Grab HC Focus"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Action (Where),in HAB airlock
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Decision (What),If required
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Trigger (How),"""Grab HC Focus"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Trigger (What),At the desired rock location
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Trigger (Where),Left Monitor
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Verification (How),button is blue
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Verification (What),ensure
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Verification (Where),right
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Waiting (What),When finished
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,31,Waiting (Where),Screen
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Action (What),Select Aercam
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Action (Where),in HAB airlock
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Decision (What),If required
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Trigger (How),"""Grab HC Focus"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Trigger (What),At the desired rock location
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Trigger (Where),Right Monitor
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Verification (How),button is blue
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Verification (What),ensure
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Verification (Where),right
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Waiting (What),When finished
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,32,Waiting (Where),Screen
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Action (What),Move EE and CTB away from SAL extendable tray
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Action (Where),HC
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Decision (What),If required
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Trigger (How),"""Grab HC Focus"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Trigger (What),At the desired rock location
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Trigger (Where),Right Monitor
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Verification (How),button is blue
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Verification (What),ensure
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Verification (Where),right
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Waiting (What),When finished
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,33,Waiting (Where),Screen
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Action (What),"Select ""Joint Auto Mode"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Action (Where),HC
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Decision (What),If required
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Trigger (How),"""Joint Auto Mode"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Trigger (What),At the desired rock location
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Trigger (Where),Left Monitor
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Verification (How),button turns Blue
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Verification (What),ensure
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Verification (Where),left
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Waiting (What),When finished
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,34,Waiting (Where),Screen
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,35,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,35,Action (What),"Select ""Stow SRV"""
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,35,Action (Where),HC
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,35,Decision (What),If required
Operator Interacting with UI,HAL TRASH and RMS Deployment V3,"Using the Robotic Manipulator System (RMS) on the Gateway, capture an object from the Science Airlock (SAL) shelf, reposition the arm to the desired deployment position, and release the object.
NOTE: FOR GROUND TEST MAY 2018, the deployed object is a Crew Transfer Bag (CTB) filled with garbage. Future tests will include deployment of scientific instruments and payloads.",HAL_5_121.pdf,35,Trigger (How),"""Stow SRV"""
