FILE,TEXT,EPRL
HAL_1_0.pdf,from PRS_D3,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D3,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,through the nosecone hatch,Action (Where)
HAL_1_0.pdf,from SN-1,Action (Where)
HAL_1_0.pdf,in PRS_D3,Action (Where)
HAL_1_0.pdf,from SN-2,Action (Where)
HAL_1_0.pdf,in PRS_D3,Action (Where)
HAL_1_0.pdf,from SN-3,Action (Where)
HAL_1_0.pdf,in PRS_D3,Action (Where)
HAL_1_0.pdf,from SN-4,Action (Where)
HAL_1_0.pdf,in PRS_D3,Action (Where)
HAL_1_0.pdf,into the PRS,Action (Where)
HAL_1_0.pdf,PRS switch panel,Action (Where)
HAL_1_0.pdf,on port bench,Action (Where)
HAL_1_0.pdf,on Starboard Bench,Action (Where)
HAL_2_3.pdf,from gallery,Action (Where)
HAL_2_3.pdf,from DIDB,Action (Where)
HAL_2_3.pdf,DIDB,Action (Where)
HAL_2_3.pdf,in XEMU Equipment Bag,Action (Where)
HAL_2_3.pdf,on the donning stand,Action (Where)
HAL_2_3.pdf,from HUT,Action (Where)
HAL_2_3.pdf,into restraint bag,Action (Where)
HAL_2_3.pdf,in HUT,Action (Where)
HAL_2_3.pdf,to the Helmet (not Fresnel Lens),Action (Where)
HAL_2_3.pdf,to the EV Glasses,Action (Where)
HAL_2_3.pdf,in containment bag,Action (Where)
HAL_2_3.pdf,in wet trash,Action (Where)
HAL_2_3.pdf,on EV Glasses,Action (Where)
HAL_2_3.pdf,on Helmet,Action (Where)
HAL_2_3.pdf,on Helmet,Action (Where)
HAL_2_3.pdf,from XEMU Servicing Kit,Action (Where)
HAL_2_3.pdf,in LCVG,Action (Where)
HAL_2_3.pdf,in LCVG pocket,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_2_3.pdf,IN AIRLOCK,Action (Where)
HAL_3_1.pdf,HAL Dsiplay,Action (Where)
HAL_3_1.pdf,HAL Display,Action (Where)
HAL_3_1.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1.pdf,PCS Display,Action (Where)
HAL_3_1.pdf,PCS Display,Action (Where)
HAL_3_1.pdf,PCS Display,Action (Where)
HAL_3_1.pdf,PCS Display,Action (Where)
HAL_3_1_A.pdf,HAL Dsiplay,Action (Where)
HAL_3_1_A.pdf,HAL Display,Action (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_A.pdf,PCS Display,Action (Where)
HAL_3_1_A.pdf,PCS Display,Action (Where)
HAL_3_1_A.pdf,PCS Display,Action (Where)
HAL_3_1_A.pdf,PCS Display,Action (Where)
HAL_3_1_F.pdf,HAL Dsiplay,Action (Where)
HAL_3_1_F.pdf,HAL Dsiplay,Action (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Action (Where)
HAL_3_1_F.pdf,PCS Display,Action (Where)
HAL_3_1_F.pdf,PCS Display,Action (Where)
HAL_3_1_F.pdf,PCS Display,Action (Where)
HAL_3_1_F.pdf,PCS Display,Action (Where)
HAL_5_111.pdf,bottom buttons,Action (Where)
HAL_5_111.pdf,joystick,Action (Where)
HAL_5_111.pdf,"using
the tablet",Action (Where)
HAL_5_111.pdf,On laptop keyboard,Action (Where)
HAL_5_101.pdf,on screen,Action (Where)
HAL_5_101.pdf,"using the Hand
Controller",Action (Where)
HAL_5_101.pdf,on laptop,Action (Where)
HAL_5_101.pdf,On the top line of the screen,Action (Where)
HAL_5_121.pdf,in the habitat.,Action (Where)
HAL_5_121.pdf,from stow location,Action (Where)
HAL_5_121.pdf,into TRASH CTB.,Action (Where)
HAL_5_121.pdf,in HAB airlock,Action (Where)
HAL_5_121.pdf,HC,Action (Where)
HAL_5_121.pdf,HC,Action (Where)
HAL_5_122.pdf,HC,Action (Where)
HAL_5_122.pdf,HC,Action (Where)
HAL_5_122.pdf,HC,Action (Where)
HAL_5_999.pdf,in the habitat.,Action (Where)
HAL_5_999.pdf,from stow location,Action (Where)
HAL_5_999.pdf,into TRASH CTB.,Action (Where)
HAL_5_999.pdf,in HAL Science Airlock,Action (Where)
HAL_5_999.pdf,HC,Action (Where)
HAL_5_999.pdf,HC,Action (Where)
HAL_1_0.pdf,until Drawer 1,Waiting (What)
HAL_1_0.pdf,until Drawer 3,Waiting (What)
HAL_5_111.pdf,until,Waiting (What)
HAL_5_121.pdf,When finished,Waiting (What)
HAL_5_122.pdf,When finished,Waiting (What)
HAL_5_122.pdf,until,Waiting (What)
HAL_5_999.pdf,When finished,Waiting (What)
HAL_1_0.pdf, positioned,Waiting (How)
HAL_1_0.pdf, positioned,Waiting (How)
HAL_5_111.pdf,value is zero,Waiting (How)
HAL_5_121.pdf,Door moves,Waiting (How)
HAL_5_121.pdf,Tray moves,Waiting (How)
HAL_5_121.pdf,moves,Waiting (How)
HAL_5_121.pdf," status changes from ""Uncaptured"" to ""Captured""",Waiting (How)
HAL_5_121.pdf,"status changes from ""Captured"" to ""uncaptured",Waiting (How)
HAL_5_122.pdf,Door moves,Waiting (How)
HAL_5_122.pdf,Tray moves,Waiting (How)
HAL_5_122.pdf,moves,Waiting (How)
HAL_5_122.pdf," status changes from ""Uncaptured"" to ""Captured""",Waiting (How)
HAL_5_122.pdf,canister is placed,Waiting (How)
HAL_5_999.pdf,Door moves,Waiting (How)
HAL_5_999.pdf,Tray moves,Waiting (How)
HAL_5_999.pdf,moves,Waiting (How)
HAL_5_999.pdf," status changes from ""Uncaptured"" to ""Captured""",Waiting (How)
HAL_5_999.pdf,"status changes from ""Captured"" to ""uncaptured",Waiting (How)
HAL_1_0.pdf,in front of transfer port door,Waiting (Where)
HAL_1_0.pdf,in front of transfer port door,Waiting (Where)
HAL_5_121.pdf,RMS,Waiting (Where)
HAL_5_121.pdf,Screen,Waiting (Where)
HAL_5_121.pdf,on the display,Waiting (Where)
HAL_5_122.pdf,RMS,Waiting (Where)
HAL_5_122.pdf,Screen,Waiting (Where)
HAL_5_122.pdf,in the SAL,Waiting (Where)
HAL_5_999.pdf,RMS,Waiting (Where)
HAL_5_999.pdf,Screen,Waiting (Where)
HAL_5_999.pdf,on the display,Waiting (Where)
HAL_1_0.pdf,"""Enable"" button",Verification (What)
HAL_1_0.pdf,The button ,Verification (What)
HAL_1_0.pdf,The button ,Verification (What)
HAL_3_1.pdf,Verify HAL IMV CLOSED,Verification (What)
HAL_3_1.pdf,Verify cabin pressure stabilizes at 8.2 psi.,Verification (What)
HAL_3_1_A.pdf,Verify HAL IMV CLOSED,Verification (What)
HAL_3_1_A.pdf,Verify HAL Hatch CLOSED,Verification (What)
HAL_3_1_A.pdf,Verify PDU 1 RPC08 CLOSED,Verification (What)
HAL_3_1_A.pdf,Verify PDU 2 RPC01 CLOSED,Verification (What)
HAL_3_1_A.pdf,Verify PDU 2 RPC02 CLOSED,Verification (What)
HAL_3_1_A.pdf,Verify PDU 2 RPC03 CLOSED,Verification (What)
HAL_3_1_A.pdf,Verify PDU 2 RPC04 CLOSED,Verification (What)
HAL_3_1_A.pdf,Verify cabin pressure stabilizes at 8.2 psi.,Verification (What)
HAL_3_1_F.pdf,Verify HAL IMV CLOSED,Verification (What)
HAL_3_1_F.pdf,Verify HAL Hatch CLOSED,Verification (What)
HAL_3_1_F.pdf,Verify PDU 1 RPC08 CLOSED,Verification (What)
HAL_3_1_F.pdf,Verify PDU 2 RPC01 CLOSED,Verification (What)
HAL_3_1_F.pdf,Verify PDU 2 RPC02 CLOSED,Verification (What)
HAL_3_1_F.pdf,Verify PDU 2 RPC03 CLOSED,Verification (What)
HAL_3_1_F.pdf,Verify PDU 2 RPC04 CLOSED,Verification (What)
HAL_3_1_F.pdf,Verify cabin pressure stabilizes at 8.2 psi.,Verification (What)
HAL_5_101.pdf,ensure ,Verification (What)
HAL_5_121.pdf,ensure,Verification (What)
HAL_5_121.pdf,when finished,Verification (What)
HAL_5_121.pdf,when finished,Verification (What)
HAL_5_121.pdf,ensure,Verification (What)
HAL_5_121.pdf,when finished,Verification (What)
HAL_5_121.pdf,when finished,Verification (What)
HAL_5_122.pdf,when finished,Verification (What)
HAL_5_122.pdf,ensure,Verification (What)
HAL_5_122.pdf,ensure,Verification (What)
HAL_5_122.pdf,ensure ,Verification (What)
HAL_5_122.pdf,when finished,Verification (What)
HAL_5_122.pdf,when finished,Verification (What)
HAL_5_999.pdf,ensure,Verification (What)
HAL_5_999.pdf,when finished,Verification (What)
HAL_5_999.pdf,when finished,Verification (What)
HAL_5_999.pdf,ensure,Verification (What)
HAL_5_999.pdf,when finished,Verification (What)
HAL_5_999.pdf,when finished,Verification (What)
HAL_1_0.pdf,light up,Verification (How)
HAL_1_0.pdf,light up,Verification (How)
HAL_1_0.pdf,light up,Verification (How)
HAL_3_1.pdf,"""Pressure: 8.2""",Verification (How)
HAL_3_1_A.pdf,"""Pressure: 8.2""",Verification (How)
HAL_3_1_F.pdf,"""Pressure: 8.2""",Verification (How)
HAL_5_111.pdf,turns blue,Verification (How)
HAL_5_111.pdf,turns blue,Verification (How)
HAL_5_111.pdf,"turns Blue
when finished",Verification (How)
HAL_5_111.pdf,turns Blue,Verification (How)
HAL_5_111.pdf,turns blue,Verification (How)
HAL_5_111.pdf,"resets to
minimum zoom on telescope",Verification (How)
HAL_5_111.pdf,turns Blue,Verification (How)
HAL_5_111.pdf,turns Blue,Verification (How)
HAL_5_111.pdf,turns Blue,Verification (How)
HAL_5_111.pdf,turns Blue,Verification (How)
HAL_5_111.pdf,turns Blue,Verification (How)
HAL_5_111.pdf,turns Blue,Verification (How)
HAL_5_111.pdf,turns Blue,Verification (How)
HAL_5_111.pdf,turns Blue,Verification (How)
HAL_5_111.pdf,turns blue,Verification (How)
HAL_5_111.pdf,turns blue,Verification (How)
HAL_5_111.pdf,turns blue,Verification (How)
HAL_5_111.pdf,turns blue,Verification (How)
HAL_5_101.pdf,the button is BLUE,Verification (How)
HAL_5_121.pdf,"button turns
Blue",Verification (How)
HAL_5_121.pdf,"button turns
Blue",Verification (How)
HAL_5_121.pdf,button turns blue,Verification (How)
HAL_5_121.pdf,button turns blue ,Verification (How)
HAL_5_121.pdf,turns gray,Verification (How)
HAL_5_121.pdf,button turns blue,Verification (How)
HAL_5_121.pdf,button is blue,Verification (How)
HAL_5_121.pdf,button turns Blue,Verification (How)
HAL_5_121.pdf,button turns Blue,Verification (How)
HAL_5_121.pdf,button turns blue then Gray,Verification (How)
HAL_5_121.pdf,turns blue,Verification (How)
HAL_5_121.pdf,it is blue,Verification (How)
HAL_5_121.pdf,turns blue,Verification (How)
HAL_5_121.pdf,turns blue,Verification (How)
HAL_5_122.pdf,button turns blue,Verification (How)
HAL_5_122.pdf,button turns blue,Verification (How)
HAL_5_122.pdf,button turns blue,Verification (How)
HAL_5_122.pdf,it is blue,Verification (How)
HAL_5_122.pdf,turns gray,Verification (How)
HAL_5_122.pdf,button turns Blue,Verification (How)
HAL_5_122.pdf,button is Blue,Verification (How)
HAL_5_122.pdf,button turns blue,Verification (How)
HAL_5_122.pdf,button turns blue,Verification (How)
HAL_5_122.pdf,button turns blue then Gray,Verification (How)
HAL_5_122.pdf,button turns Blue,Verification (How)
HAL_5_122.pdf,button turns blue,Verification (How)
HAL_5_122.pdf,button turns Blue,Verification (How)
HAL_5_122.pdf,turns Blue,Verification (How)
HAL_5_122.pdf,it is blue,Verification (How)
HAL_5_122.pdf,turns blue,Verification (How)
HAL_5_122.pdf,turns blue,Verification (How)
HAL_5_999.pdf,"button turns
Blue",Verification (How)
HAL_5_999.pdf,"button turns
Blue",Verification (How)
HAL_5_999.pdf,button turns blue,Verification (How)
HAL_5_999.pdf,button turns blue ,Verification (How)
HAL_5_999.pdf,turns gray,Verification (How)
HAL_5_999.pdf,button turns blue,Verification (How)
HAL_5_999.pdf,button is blue,Verification (How)
HAL_5_999.pdf,button turns Blue,Verification (How)
HAL_5_999.pdf,button turns Blue,Verification (How)
HAL_5_999.pdf,button turns blue then Gray,Verification (How)
HAL_5_999.pdf,turns blue,Verification (How)
HAL_5_999.pdf,it is blue,Verification (How)
HAL_5_999.pdf,turns blue,Verification (How)
HAL_5_999.pdf,turns blue,Verification (How)
HAL_1_0.pdf,PRS switch panel,Verification (Where)
HAL_1_0.pdf,PRS switch panel,Verification (Where)
HAL_1_0.pdf,PRS switch panel,Verification (Where)
HAL_3_1.pdf,HAL Display,Verification (Where)
HAL_3_1.pdf,PCS Display,Verification (Where)
HAL_3_1_A.pdf,HAL Display,Verification (Where)
HAL_3_1_A.pdf,HAL Display,Verification (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_A.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_A.pdf,PCS Display,Verification (Where)
HAL_3_1_F.pdf,HAL Display,Verification (Where)
HAL_3_1_F.pdf,HAL Display,Verification (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_F.pdf,PDU 1 and 2 Display,Verification (Where)
HAL_3_1_F.pdf,PCS Display,Verification (Where)
HAL_5_111.pdf,right,Verification (Where)
HAL_5_111.pdf,on the right side,Verification (Where)
HAL_5_111.pdf,bottem left,Verification (Where)
HAL_5_111.pdf,top,Verification (Where)
HAL_5_111.pdf,left,Verification (Where)
HAL_5_111.pdf,left,Verification (Where)
HAL_5_121.pdf,right,Verification (Where)
HAL_5_121.pdf,left,Verification (Where)
HAL_5_121.pdf,bottom of screen,Verification (Where)
HAL_5_121.pdf,bottom,Verification (Where)
HAL_5_121.pdf,bottom,Verification (Where)
HAL_5_122.pdf,left,Verification (Where)
HAL_5_122.pdf,bottom,Verification (Where)
HAL_5_122.pdf,right,Verification (Where)
HAL_5_122.pdf,top,Verification (Where)
HAL_5_122.pdf,"""Release"" button",Verification (Where)
HAL_5_999.pdf,right,Verification (Where)
HAL_5_999.pdf,left,Verification (Where)
HAL_5_999.pdf,bottom of screen,Verification (Where)
HAL_5_999.pdf,bottom,Verification (Where)
HAL_5_999.pdf,bottom,Verification (Where)
