Procedure,Airplane_Model,Date,Time,Index,start,end,label,label2,text
A320-Rejected_Takeoff,A320,44748,0.636568287037037,296,5792,5836,Trigger (What),Trigger,when airborne with a positive rate of climb
A320-Rejected_Takeoff,A320,44748,0.636568287037037,297,5837,5864,Action (What),Action,select the landinggear up
A320-Rejected_Takeoff,A320,44748,0.636568287037037,298,5867,5893,Action (What),Action,use rudder to prevent yaw
A320-Rejected_Takeoff,A320,44748,0.636568287037037,299,5940,5984,Action (What),Action,adjust rudder position to zero the ß target
A320-Rejected_Takeoff,A320,44748,0.636568287037037,300,5985,6068,Action (What),Action,controlheading conventionally with bank keeping the ß target at zerowith rudder
A320-Rejected_Takeoff,A320,44748,0.636568287037037,301,6139,6159,Trigger (What),Trigger,at 400 feet minimum
A320-Rejected_Takeoff,A320,44748,0.636568287037037,302,6160,6184,Action (What),Action,apply the ecam procedure
A320-Rejected_Takeoff,A320,44748,0.636568287037037,303,6187,6210,Trigger (What),Trigger,at acceleration height
A320-Rejected_Takeoff,A320,44748,0.636568287037037,304,6211,6253,Action (What),Action,level off and allow the speed to increase
A320-Rejected_Takeoff,A320,44748,0.636568287037037,305,6254,6264,Trigger (What),Trigger,at f speed
A320-Rejected_Takeoff,A320,44748,0.636568287037037,306,6265,6279,Action (What),Action,select conf 1
A320-Rejected_Takeoff,A320,44748,0.636568287037037,307,6280,6290,Trigger (What),Trigger,at s speed
A320-Rejected_Takeoff,A320,44748,0.636568287037037,308,6291,6305,Action (What),Action,select conf 0
A320-Rejected_Takeoff,A320,44748,0.636568287037037,309,6308,6340,Trigger (What),Trigger,when the flap handle is at zero
A320-Rejected_Takeoff,A320,44748,0.636568287037037,310,6313,6328,Trigger (Where),Trigger,the flap handle
A320-Rejected_Takeoff,A320,44748,0.636568287037037,311,6341,6382,Action (What),Action,ß target reverts to side-slipindication
A320-Rejected_Takeoff,A320,44748,0.636568287037037,312,6430,6502,Trigger (What),Trigger,- at green dot speed  engine-out operating speed in cleanconfiguration
A320-Rejected_Takeoff,A320,44748,0.636568287037037,313,6503,6581,Action (What),Action,resume the climb using maximum continuousthrust and maintain green dot speed
A320-Rejected_Takeoff,A320,44748,0.636568287037037,314,6582,6614,Decide (What),Decide,if already in the flx/mct gate
A320-Rejected_Takeoff,A320,44748,0.636568287037037,315,6601,6608,Decide (How),Decide,flx/mct
A320-Rejected_Takeoff,A320,44748,0.636568287037037,316,6615,6643,Action (What),Action,move to cl and back to mct
A320-Rejected_Takeoff,A320,44748,0.636568287037037,318,6770,6800,Decide (What),Decide,if the failure occurs above v2
A320-Rejected_Takeoff,A320,44748,0.636568287037037,319,6792,6800,Decide (How),Decide,above v2
A320-Rejected_Takeoff,A320,44748,0.636568287037037,320,6801,6875,Action (What),Action,maintain the srs commanded attitude  or the speed reachedafter recovery
A320-Rejected_Takeoff,A320,44748,0.636568287037037,321,6889,6927,Action (What),Action,the minimum speed must be equal tov2
A320-Fuel_Failures,A320,44748,0.63644212962963,323,691,715,Trigger (What),Trigger,when a leak is confirmed
A320-Fuel_Failures,A320,44748,0.63644212962963,324,716,725,Action (What),Action,land asap
A320-Fuel_Failures,A320,44748,0.63644212962963,325,726,742,Decide (What),Decide,leak from engine
A320-Fuel_Failures,A320,44748,0.63644212962963,326,747,782,Action (What),Action,thr lever  of affected engine idle
A320-Fuel_Failures,A320,44748,0.63644212962963,327,747,756,Action (Where),Action,thr lever
A320-Fuel_Failures,A320,44748,0.63644212962963,328,785,820,Action (What),Action,eng master  of affected engine off
A320-Fuel_Failures,A320,44748,0.63644212962963,329,785,795,Action (Where),Action,eng master
A320-Fuel_Failures,A320,44748,0.63644212962963,330,825,847,Action (What),Action,fuel xfeeduse as rqrd
A320-Fuel_Failures,A320,44748,0.63644212962963,331,825,835,Action (Where),Action,fuel xfeed
A320-Fuel_Failures,A320,44748,0.63644212962963,332,983,1023,Decide (What),Decide,leak not from engine or leak not located
A320-Fuel_Failures,A320,44748,0.63644212962963,333,1028,1055,Action (What),Action,fuel x feedmaintain closed
A320-Fuel_Failures,A320,44748,0.63644212962963,334,1028,1039,Action (Where),Action,fuel x feed
A320-Fuel_Failures,A320,44748,0.63644212962963,335,1144,1197,Action (What),Action,descend to grvty fuel feeding ceiling fl100 if jetb
A320-Fuel_Failures,A320,44748,0.63644212962963,336,1240,1256,Action (What),Action,eng mode selign
A320-Fuel_Failures,A320,44748,0.63644212962963,337,1240,1248,Action (Where),Action,eng mode
A320-Fuel_Failures,A320,44748,0.63644212962963,338,1259,1309,Action (What),Action,all tk pumps  when gravity ceiling is reached off
A320-Fuel_Failures,A320,44748,0.63644212962963,339,1263,1271,Action (Where),Action,tk pumps
A320-Fuel_Failures,A320,44748,0.63644212962963,340,1969,2040,Decide (What),Decide,if one engine flames out when there is still fuel in thefeeding tank :
A320-Fuel_Failures,A320,44748,0.63644212962963,341,2043,2070,Action (What),Action,leak from engine procapply
A320-Fuel_Failures,A320,44748,0.63644212962963,342,2073,2088,Action (What),Action,all tk pumpson
A320-Fuel_Failures,A320,44748,0.63644212962963,343,2077,2085,Action (Where),Action,tk pumps
A320-Fuel_Failures,A320,44748,0.63644212962963,344,2160,2171,Trigger (What),Trigger,for landing
A320-Fuel_Failures,A320,44748,0.63644212962963,345,2182,2220,Action (What),Action,notify the atc and do not use reverse
A320-Fuel_Failures,A320,44748,0.63644212962963,347,2248,2295,Action (What),Action,compare the fob + fu with the fob at departure
A320-Fuel_Failures,A320,44748,0.63644212962963,348,2296,2359,Decide (What),Decide,if the difference is significant or ifthe fob + fu decreases
A320-Fuel_Failures,A320,44748,0.63644212962963,349,2303,2359,Decide (How),Decide,difference is significant or ifthe fob + fu decreases
A320-Fuel_Failures,A320,44748,0.63644212962963,350,2360,2380,Action (What),Action,suspect a fuel leak
A320-Fuel_Failures,A320,44748,0.63644212962963,351,2526,2540,Action (What),Action,fuel x feedon
A320-Fuel_Failures,A320,44748,0.63644212962963,352,2526,2537,Action (Where),Action,fuel x feed
A320-Fuel_Failures,A320,44748,0.63644212962963,353,2541,2585,Trigger (What),Trigger,on the lighter side and in the center tank :
A320-Fuel_Failures,A320,44748,0.63644212962963,354,2588,2602,Action (What),Action,fuel pumpsoff
A320-Fuel_Failures,A320,44748,0.63644212962963,355,2588,2598,Action (Where),Action,fuel pumps
A320-Fuel_Failures,A320,44748,0.63644212962963,356,2603,2626,Trigger (What),Trigger,when fuel is balanced :
A320-Fuel_Failures,A320,44748,0.63644212962963,357,2629,2655,Action (What),Action,fuel pumps  wing + ctr on
A320-Fuel_Failures,A320,44748,0.63644212962963,358,2629,2652,Action (Where),Action,fuel pumps  wing + ctr
A320-Fuel_Failures,A320,44748,0.63644212962963,359,2658,2673,Action (What),Action,fuel x feedoff
A320-Fuel_Failures,A320,44748,0.63644212962963,360,2658,2669,Action (Where),Action,fuel x feed
A320-Unreliable_Ias,A320,44748,0.636373842592593,362,4234,4243,Action (What),Action,ap/fdoff
A320-Unreliable_Ias,A320,44748,0.636373842592593,363,4246,4255,Action (What),Action,a/throff
A320-Unreliable_Ias,A320,44748,0.636373842592593,364,4258,4287,Action (What),Action,flapsmaintain current config
A320-Unreliable_Ias,A320,44748,0.636373842592593,365,4290,4317,Action (What),Action,speedbrakescheck retracted
A320-Unreliable_Ias,A320,44748,0.636373842592593,366,4290,4301,Action (Where),Action,speedbrakes
A320-Unreliable_Ias,A320,44748,0.636373842592593,367,4325,4394,Decide (What),Decide,if failure is detected while in conf full and go-around is initiated
A320-Unreliable_Ias,A320,44748,0.636373842592593,368,4357,4366,Decide (How),Decide,conf full
A320-Unreliable_Ias,A320,44748,0.636373842592593,369,4395,4406,Action (What),Action,selectconf
A320-Unreliable_Ias,A320,44748,0.636373842592593,370,4395,4401,Action (How),Action,select
A320-Unreliable_Ias,A320,44748,0.636373842592593,371,4412,4432,Action (What),Action,l/gup when airborne
A320-Unreliable_Ias,A320,44748,0.636373842592593,372,4478,4497,Trigger (What),Trigger,with slats extended
A320-Unreliable_Ias,A320,44748,0.636373842592593,373,4502,4518,Action (What),Action,thrust levermct
A320-Unreliable_Ias,A320,44748,0.636373842592593,374,4502,4514,Action (Where),Action,thrust lever
A320-Unreliable_Ias,A320,44748,0.636373842592593,375,4521,4541,Action (What),Action,pitch attitude12 5°
A320-Unreliable_Ias,A320,44748,0.636373842592593,376,4542,4564,Trigger (What),Trigger,in clean configuration
A320-Unreliable_Ias,A320,44748,0.636373842592593,377,4569,4585,Action (What),Action,thrust leverclb
A320-Unreliable_Ias,A320,44748,0.636373842592593,378,4569,4581,Action (Where),Action,thrust lever
A320-Unreliable_Ias,A320,44748,0.636373842592593,379,4588,4619,Action (What),Action,pitch attitude below fl 10010°
A320-Unreliable_Ias,A320,44748,0.636373842592593,380,4603,4615,Trigger (What),Trigger,below fl 100
A320-Unreliable_Ias,A320,44748,0.636373842592593,381,4622,4652,Action (What),Action,pitch attitude above fl 1005°
A320-Unreliable_Ias,A320,44748,0.636373842592593,382,4637,4649,Trigger (What),Trigger,above fl 100
A320-Unreliable_Ias,A320,44748,0.636373842592593,383,4919,4949,Trigger (What),Trigger,when flight path is stabilized
A320-Unreliable_Ias,A320,44748,0.636373842592593,384,4952,4972,Action (What),Action,probe window heaton
A320-Unreliable_Ias,A320,44748,0.636373842592593,385,4952,4969,Action (Where),Action,probe window heat
A320-Unreliable_Ias,A320,44748,0.636373842592593,386,4998,5054,Action (What),Action,adjust attitude and thrust according to the table below
A320-Unreliable_Ias,A320,44748,0.636373842592593,387,5907,5917,Trigger (What),Trigger,in cruise
A320-Unreliable_Ias,A320,44748,0.636373842592593,388,5918,6041,Action (What),Action,initially set the pitch attitude and adjust n1 to maintainapproximate level flight with the pitch attitude held constant
A320-Unreliable_Ias,A320,44748,0.636373842592593,389,6042,6060,Trigger (What),Trigger,whentime permits
A320-Unreliable_Ias,A320,44748,0.636373842592593,390,6061,6164,Action (What),Action,set an accurate n1 from fcom 3 04 91  severeturbulence  and adjust attitude to maintain level flight
A320-Takeoff,A320,44741,0.815684027777778,392,132,152,Action (What),Action,announce takeoff
A320-Takeoff,A320,44741,0.815684027777778,393,132,140,Action (Where),Action,announce
A320-Takeoff,A320,44741,0.815684027777778,394,141,152,Action (How),Action,takeoff
A320-Takeoff,A320,44741,0.815684027777778,395,155,169,Action (What),Action,brakesrelease
A320-Takeoff,A320,44741,0.815684027777778,396,155,161,Action (Where),Action,brakes
A320-Takeoff,A320,44741,0.815684027777778,397,162,169,Action (How),Action,release
A320-Takeoff,A320,44741,0.815684027777778,398,216,283,Decide (What),Decide,if the crosswind is at or below 20 knots and there is no tailwind :
A320-Takeoff,A320,44741,0.815684027777778,399,236,256,Decide (How),Decide,at or below 20 knots
A320-Takeoff,A320,44741,0.815684027777778,400,286,311,Action (What),Action,thrust leversflx or toga
A320-Takeoff,A320,44741,0.815684027777778,401,286,299,Action (Where),Action,thrust levers
A320-Takeoff,A320,44741,0.815684027777778,402,376,400,Action (What),Action,apply half forwardstick
A320-Takeoff,A320,44741,0.815684027777778,403,376,381,Action (How),Action,apply
A320-Takeoff,A320,44741,0.815684027777778,404,382,400,Action (Where),Action,half forwardstick
A320-Takeoff,A320,44741,0.815684027777778,405,401,437,Waiting (What),Waiting,until the airspeed reaches 80 knots
A320-Takeoff,A320,44741,0.815684027777778,406,428,437,Waiting (How),Waiting,80 knots
A320-Takeoff,A320,44741,0.815684027777778,407,438,445,Action (How),Action,release
A320-Takeoff,A320,44741,0.815684027777778,408,438,482,Action (What),Action,release the stick gradually to reachneutral
A320-Takeoff,A320,44741,0.815684027777778,409,446,455,Action (Where),Action,the stick
A320-Takeoff,A320,44741,0.815684027777778,410,483,496,Trigger (What),Trigger,at 100 knots
A320-Takeoff,A320,44741,0.815684027777778,411,497,520,Decide (What),Decide,for crosswind takeoffs
A320-Takeoff,A320,44741,0.815684027777778,412,521,573,Action (What),Action,routine use of into-wind aileron is not recommended
A320-Takeoff,A320,44741,0.815684027777778,413,574,605,Decide (What),Decide,instrong crosswind conditions
A320-Takeoff,A320,44741,0.815684027777778,414,606,675,Action (What),Action,small amounts of lateral control may be used tomaintain wings level
A320-Takeoff,A320,44741,0.815684027777778,415,680,689,Actor,Actor,the pilot
A320-Takeoff,A320,44741,0.815684027777778,416,827,829,Actor,Actor,pf
A320-Takeoff,A320,44741,0.815684027777778,417,830,880,Action (What),Action,progressively adjusts engine thrust in two steps :
A320-Takeoff,A320,44741,0.815684027777778,418,852,865,Action (Where),Action,engine thrust
A320-Takeoff,A320,44741,0.815684027777778,419,975,998,Trigger (What),Trigger,once the thrust is set
A320-Takeoff,A320,44741,0.815684027777778,420,999,1010,Actor,Actor,the captain
A320-Takeoff,A320,44741,0.815684027777778,421,1011,1046,Action (What),Action,keeps his hand on the thrust levers
A320-Takeoff,A320,44741,0.815684027777778,422,1026,1046,Action (Where),Action,on the thrust levers
A320-Takeoff,A320,44741,0.815684027777778,423,1047,1077,Waiting (What),Waiting,until theaircraft reaches v1
A320-Takeoff,A320,44741,0.815684027777778,424,1074,1077,Waiting (How),Waiting,v1
A320-Takeoff,A320,44741,0.815684027777778,425,1078,1140,Trigger (What),Trigger,in case of tailwind or if crosswind is greater than 20 knots:
A320-Takeoff,A320,44741,0.815684027777778,426,1143,1168,Action (What),Action,thrust leversflx or toga
A320-Takeoff,A320,44741,0.815684027777778,427,1143,1156,Action (Where),Action,thrust levers
A320-Takeoff,A320,44741,0.815684027777778,428,1157,1168,Action (How),Action,flx or toga
A320-Takeoff,A320,44741,0.815684027777778,429,1169,1171,Actor,Actor,pf
A320-Takeoff,A320,44741,0.815684027777778,430,1172,1199,Action (What),Action,applies full forward stick
A320-Takeoff,A320,44741,0.815684027777778,431,1200,1223,Decide (What),Decide,for crosswind takeoffs
A320-Takeoff,A320,44741,0.815684027777778,432,1224,1276,Action (What),Action,routine use of into-wind aileron is not recommended
A320-Takeoff,A320,44741,0.815684027777778,433,1277,1308,Decide (What),Decide,instrong crosswind conditions
A320-Takeoff,A320,44741,0.815684027777778,434,1309,1430,Action (What),Action,small amounts of lateral control may be used tomaintain wings level but the pilot should avoid using excessive amounts
A320-Takeoff,A320,44741,0.815684027777778,435,1530,1532,Actor,Actor,pf
A320-Takeoff,A320,44741,0.815684027777778,436,1533,1572,Action (What),Action,sets 50 % n1  1 05 epr  on both engines
A320-Takeoff,A320,44741,0.815684027777778,437,1557,1572,Action (Where),Action,on both engines
A320-Takeoff,A320,44741,0.815684027777778,438,1573,1632,Action (What),Action,then rapidly increases thrust to aboutr70 % n1  1 15 epr
A320-Takeoff,A320,44741,0.815684027777778,439,1586,1595,Action (How),Action,increases
A320-Takeoff,A320,44741,0.815684027777778,440,1633,1675,Action (What),Action,then progressively to reach takeoff thrust
A320-Takeoff,A320,44741,0.815684027777778,441,1661,1675,Action (Where),Action,takeoff thrust
A320-Takeoff,A320,44741,0.815684027777778,442,1676,1701,Trigger (What),Trigger,at 40 knots groundspeed
A320-Takeoff,A320,44741,0.815684027777778,443,1702,1738,Action (What),Action,while maintaining stick full forward
A320-Takeoff,A320,44741,0.815684027777778,444,1708,1719,Action (How),Action,maintaining
A320-Takeoff,A320,44741,0.815684027777778,445,1720,1725,Action (Where),Action,stick
A320-Takeoff,A320,44741,0.815684027777778,446,1739,1754,Trigger (What),Trigger,up to 80 knots
A320-Takeoff,A320,44741,0.815684027777778,447,1755,1795,Action (What),Action,release stick graduallyto reach neutral
A320-Takeoff,A320,44741,0.815684027777778,448,1755,1762,Action (How),Action,release
A320-Takeoff,A320,44741,0.815684027777778,449,1763,1768,Action (Where),Action,stick
A320-Takeoff,A320,44741,0.815684027777778,450,1796,1809,Trigger (What),Trigger,at 100 knots
A320-Takeoff,A320,44741,0.815684027777778,451,1810,1833,Trigger (What),Trigger,once the thrust is set
A320-Takeoff,A320,44741,0.815684027777778,452,1834,1845,Actor,Actor,the captain
A320-Takeoff,A320,44741,0.815684027777778,453,1846,1881,Action (What),Action,keeps his hand on the thrust levers
A320-Takeoff,A320,44741,0.815684027777778,454,1846,1860,Action (How),Action,keeps his hand
A320-Takeoff,A320,44741,0.815684027777778,455,1861,1881,Action (Where),Action,on the thrust levers
A320-Takeoff,A320,44741,0.815684027777778,456,1882,1912,Waiting (What),Waiting,until theaircraft reaches v1
A320-Takeoff,A320,44741,0.815684027777778,457,1909,1912,Waiting (How),Waiting,v1
A320-Takeoff,A320,44741,0.815684027777778,458,2108,2138,Action (What),Action,directional controluse rudder
A320-Takeoff,A320,44741,0.815684027777778,459,2128,2138,Action (How),Action,use rudder
A320-Takeoff,A320,44741,0.815684027777778,460,2372,2384,Action (What),Action,chronostart
A320-Takeoff,A320,44741,0.815684027777778,461,2372,2378,Action (Where),Action,chrono
A320-Takeoff,A320,44741,0.815684027777778,462,2387,2398,Action (What),Action,pfd/ndscan
A320-Takeoff,A320,44741,0.815684027777778,463,2387,2393,Action (Where),Action,pfd/nd
A320-Takeoff,A320,44741,0.815684027777778,464,2394,2398,Action (How),Action,scan
A320-Takeoff,A320,44741,0.815684027777778,465,2399,2443,Action (What),Action,check the flight mode annunciator on the pfd
A320-Takeoff,A320,44741,0.815684027777778,466,2433,2443,Action (Where),Action,on the pfd
A320-Takeoff,A320,44741,0.815684027777778,467,2446,2502,Action (What),Action,man toga  man flx xx  srs rwy  or blank  both fds on
A320-Takeoff,A320,44741,0.815684027777778,468,2446,2498,Action (Where),Action,man toga  man flx xx  srs rwy  or blank  both fds
A320-Takeoff,A320,44741,0.815684027777778,469,2503,2533,Action (What),Action,check the fmgs position update
A320-Takeoff,A320,44741,0.815684027777778,470,2503,2508,Action (How),Action,check
A320-Takeoff,A320,44741,0.815684027777778,471,2509,2533,Action (Where),Action,the fmgs position update
A320-Takeoff,A320,44741,0.815684027777778,472,2569,2586,Trigger (What),Trigger,reaching 80 knots
A320-Takeoff,A320,44741,0.815684027777778,473,2593,2603,Action (Where),Action,takeoff n1
A320-Takeoff,A320,44741,0.815684027777778,474,2593,2609,Action (What),Action,takeoff n1check
A320-Takeoff,A320,44741,0.815684027777778,475,2612,2690,Action (What),Action,check that the actual n1 of individual engines has reached the n1 rating limit
A320-Takeoff,A320,44741,0.815684027777778,476,2691,2730,Trigger (What),Trigger,beforerthe aircraft reaches 80 knots
A320-Takeoff,A320,44741,0.815684027777778,477,2731,2741,Action (What),Action,check egt
A320-Takeoff,A320,44741,0.815684027777778,478,2737,2741,Action (Where),Action,egt
A320-Takeoff,A320,44741,0.815684027777778,479,2749,2818,Decide (What),Decide,if there is a discrepancy of more than 1 % of n1 between the engines
A320-Takeoff,A320,44741,0.815684027777778,480,2763,2797,Decide (How),Decide,discrepancy of more than 1 % of n1
A320-Takeoff,A320,44741,0.815684027777778,481,2819,2854,Action (What),Action,itshould be entered in the logbook
A320-Takeoff,A320,44741,0.815684027777778,482,2855,2868,Trigger (What),Trigger,after flight
A320-Takeoff,A320,44741,0.815684027777778,483,2871,2893,Action (What),Action,announce power set
A320-Takeoff,A320,44741,0.815684027777778,484,2871,2879,Action (Where),Action,announce
A320-Takeoff,A320,44741,0.815684027777778,485,2880,2893,Action (How),Action,power set
A320-Takeoff,A320,44741,0.815684027777778,486,2896,2924,Action (What),Action,pfd and eng indicationsscan
A320-Takeoff,A320,44741,0.815684027777778,487,2896,2919,Action (Where),Action,pfd and eng indications
A320-Takeoff,A320,44741,0.815684027777778,488,2920,2924,Action (How),Action,scan
A320-Takeoff,A320,44741,0.815684027777778,489,2925,2951,Action (What),Action,scan airspeed n1 and egt
A320-Takeoff,A320,44741,0.815684027777778,490,2925,2929,Action (How),Action,scan
A320-Takeoff,A320,44741,0.815684027777778,491,2930,2951,Action (Where),Action,airspeed n1 and egt
A320-Takeoff,A320,44741,0.815684027777778,492,2952,2975,Trigger (What),Trigger,throughout the takeoff
A320-Takeoff,A320,44741,0.815684027777778,493,2976,3013,Action (What),Action,disregard the egt index pulsing amber
A320-Takeoff,A320,44741,0.815684027777778,494,2990,3013,Action (Where),Action,egt index pulsing amber
A320-Takeoff,A320,44741,0.815684027777778,495,3014,3044,Trigger (What),Trigger,when using toga or flx thrust
A320-Takeoff,A320,44741,0.815684027777778,496,3047,3077,Action (What),Action,announce  one hundred knots
A320-Takeoff,A320,44741,0.815684027777778,497,3047,3055,Action (Where),Action,announce
A320-Takeoff,A320,44741,0.815684027777778,498,3056,3077,Action (How),Action,one hundred knots
A320-Takeoff,A320,44741,0.815684027777778,499,3078,3084,Actor,Actor,the pf
A320-Takeoff,A320,44741,0.815684027777778,500,3085,3127,Action (What),Action,crosschecks the speed indicated on the pfd
A320-Takeoff,A320,44741,0.815684027777778,501,3117,3127,Action (Where),Action,on the pfd
A320-Takeoff,A320,44741,0.815684027777778,502,3132,3141,Action (Where),Action,announces
A320-Takeoff,A320,44741,0.815684027777778,503,3132,3152,Action (What),Action,announces  checked
A320-Takeoff,A320,44741,0.815684027777778,504,3142,3152,Action (How),Action,checked
A320-Takeoff,A320,44741,0.815684027777778,505,3153,3168,Trigger (What),Trigger,below 100 knots
A320-Takeoff,A320,44741,0.815684027777778,506,3169,3180,Actor,Actor,the captain
A320-Takeoff,A320,44741,0.815684027777778,507,3181,3244,Action (What),Action,may decide to abort the takeoff according to thecircumstances
A320-Takeoff,A320,44741,0.815684027777778,508,3312,3327,Action (What),Action,announce  v1
A320-Takeoff,A320,44741,0.815684027777778,509,3312,3320,Action (Where),Action,announce
A320-Takeoff,A320,44741,0.815684027777778,510,3321,3327,Action (How),Action,v1
A320-Takeoff,A320,44741,0.815684027777778,511,3330,3349,Action (What),Action,announce rotate
A320-Takeoff,A320,44741,0.815684027777778,512,3330,3338,Action (Where),Action,announce
A320-Takeoff,A320,44741,0.815684027777778,513,3339,3349,Action (How),Action,rotate
A320-Takeoff,A320,44741,0.815684027777778,514,3482,3498,Action (What),Action,rotationperform
A320-Takeoff,A320,44741,0.815684027777778,515,3501,3507,Trigger (What),Trigger,at vr
A320-Takeoff,A320,44741,0.815684027777778,516,3508,3658,Action (What),Action,initiate the rotation to achieve a continuous rotation with a rate of about 3°/secrtowards a pitch attitude of 15°  12 5° if one engine is failed
A320-Takeoff,A320,44741,0.815684027777778,517,3508,3516,Action (How),Action,initiate
A320-Takeoff,A320,44741,0.815684027777778,518,3750,3765,Trigger (What),Trigger,after lift-off
A320-Takeoff,A320,44741,0.815684027777778,519,3766,3799,Action (What),Action,follow the srs pitch command bar
A320-Takeoff,A320,44741,0.815684027777778,520,3777,3799,Action (Where),Action,srs pitch command bar
A320-Takeoff,A320,44741,0.815684027777778,521,3808,3831,Trigger (What),Trigger,if a tailstrike occurs
A320-Takeoff,A320,44741,0.815684027777778,522,3832,3951,Action (What),Action,avoid flying at an altitude requiring a pressurized cabin andreturn to the originating airport for damage assessment
A320-Takeoff,A320,44741,0.815684027777778,523,3832,3837,Action (How),Action,avoid
A320-Takeoff,A320,44741,0.815684027777778,524,3895,3901,Action (How),Action,return
A320-Takeoff,A320,44741,0.815684027777778,525,3954,3979,Action (What),Action,announce positive climb
A320-Takeoff,A320,44741,0.815684027777778,526,3954,3962,Action (Where),Action,announce
A320-Takeoff,A320,44741,0.815684027777778,527,3963,3979,Action (How),Action,positive climb
A320-Takeoff,A320,44741,0.815684027777778,528,3982,3997,Action (What),Action,order gear up
A320-Takeoff,A320,44741,0.815684027777778,529,3982,3987,Action (Where),Action,order
A320-Takeoff,A320,44741,0.815684027777778,530,3988,3997,Action (How),Action,gear up
A320-Takeoff,A320,44741,0.815684027777778,531,4000,4018,Action (What),Action,ldg gearselect up
A320-Takeoff,A320,44741,0.815684027777778,532,4000,4008,Action (Where),Action,ldg gear
A320-Takeoff,A320,44741,0.815684027777778,533,4009,4018,Action (How),Action,select up
A320-Takeoff,A320,44741,0.815684027777778,534,4021,4038,Action (What),Action,grnd splrsdisarm
A320-Takeoff,A320,44741,0.815684027777778,535,4021,4031,Action (Where),Action,grnd splrs
A320-Takeoff,A320,44741,0.815684027777778,536,4032,4038,Action (How),Action,disarm
A320-Takeoff,A320,44741,0.815684027777778,537,4041,4060,Action (What),Action,exterior lightsset
A320-Takeoff,A320,44741,0.815684027777778,538,4061,4107,Action (What),Action,set nose & rwy turn off light switches to off
A320-Takeoff,A320,44741,0.815684027777778,539,4065,4099,Action (Where),Action,nose & rwy turn off light switches
A320-Takeoff,A320,44741,0.815684027777778,540,4211,4230,Trigger (What),Trigger,above 100 feet agl
A320-Takeoff,A320,44741,0.815684027777778,541,4231,4256,Action (What),Action,ap 1 or 2 may be engaged
A320-Takeoff,A320,44741,0.815684027777778,542,4231,4240,Action (Where),Action,ap 1 or 2
A320-Takeoff,A320,44741,0.815684027777778,543,4259,4273,Action (What),Action,announce fma
A320-Takeoff,A320,44741,0.815684027777778,544,4259,4267,Action (Where),Action,announce
A320-Takeoff,A320,44741,0.815684027777778,545,4268,4273,Action (How),Action,fma
A320-Takeoff,A320,44741,0.815684027777778,546,4276,4294,Action (What),Action,announce gear up
A320-Takeoff,A320,44741,0.815684027777778,547,4276,4284,Action (Where),Action,announce
A320-Takeoff,A320,44741,0.815684027777778,548,4285,4294,Action (How),Action,gear up
A320-Takeoff,A320,44741,0.815684027777778,549,4425,4453,Trigger (What),Trigger,at thrust reduction altitude
A320-Takeoff,A320,44741,0.815684027777778,550,4454,4471,Action (How),Action,lvr clb flashing
A320-Takeoff,A320,44741,0.815684027777778,551,4472,4479,Action (Where),Action,on fma
A320-Takeoff,A320,44741,0.815684027777778,552,4482,4498,Action (What),Action,thrust leverscl
A320-Takeoff,A320,44741,0.815684027777778,553,4482,4495,Action (Where),Action,thrust levers
A320-Takeoff,A320,44741,0.815684027777778,554,4499,4548,Action (What),Action,move the thrust levers promptly to the cl detent
A320-Takeoff,A320,44741,0.815684027777778,555,4504,4521,Action (Where),Action,the thrust levers
A320-Takeoff,A320,44741,0.815684027777778,556,4549,4581,Trigger (What),Trigger,when the flashing lvr clb prompt
A320-Takeoff,A320,44741,0.815684027777778,557,4582,4589,Trigger (How),Trigger,appears
A320-Takeoff,A320,44741,0.815684027777778,558,4590,4601,Trigger (Where),Trigger,on the fma
A320-Takeoff,A320,44741,0.815684027777778,559,4766,4797,Action (What),Action,pack 1 and 2  if applicable on
A320-Takeoff,A320,44741,0.815684027777778,560,4766,4778,Action (Where),Action,pack 1 and 2
A320-Takeoff,A320,44741,0.815684027777778,561,4798,4814,Action (What),Action,select pack 1 on
A320-Takeoff,A320,44741,0.815684027777778,562,4805,4811,Action (Where),Action,pack 1
A320-Takeoff,A320,44741,0.815684027777778,563,4815,4842,Trigger (What),Trigger,after clb thrust reduction
A320-Takeoff,A320,44741,0.815684027777778,564,4843,4859,Action (What),Action,select pack 2 on
A320-Takeoff,A320,44741,0.815684027777778,565,4850,4856,Action (Where),Action,pack 2
A320-Takeoff,A320,44741,0.815684027777778,566,4860,4882,Trigger (What),Trigger,after flap retraction
A320-Takeoff,A320,44741,0.815684027777778,567,4893,4902,Action (How),Action,selecting
A320-Takeoff,A320,44741,0.815684027777778,568,4893,4910,Action (What),Action,selecting pack on
A320-Takeoff,A320,44741,0.815684027777778,569,4903,4907,Action (Where),Action,pack
A320-Takeoff,A320,44741,0.815684027777778,570,4911,4941,Trigger (What),Trigger,before reducing takeoff thrust
A320-Takeoff,A320,44741,0.815684027777778,571,4978,4987,Action (How),Action,selecting
A320-Takeoff,A320,44741,0.815684027777778,572,4978,5001,Action (What),Action,selecting both packs on
A320-Takeoff,A320,44741,0.815684027777778,573,4988,4998,Action (Where),Action,both packs
A320-Takeoff,A320,44741,0.815684027777778,574,5050,5103,Decide (What),Decide,if packs are not switched on after the takeoff phase
A320-Takeoff,A320,44741,0.815684027777778,575,5104,5138,Action (What),Action,an ecam caution willbe triggered
